id,title,startyear,endyear,rating
6698,Astonishing Tales: One Shots (Iron Man) (2008),2008,2008,
6699,Astonishing Tales: Mojoworld (2008 - 2009),2008,2009,T
6700,Holiday Special (1969),1969,1969,
674,The Pulse (2004 - 2006),2004,2006,Marvel Psr
6796,Secret Warriors (2008 - 2011),2008,2011,T
685,Hawkeye (2003 - 2004),2003,2004,Marvel Psr
6878,Spider-Man: Brand New Day Yearbook (2008),2008,2008,
6880,Deadpool Annual: Games of Death (2009),2009,2009,
690,Captain Marvel (2000 - 2004),2000,2004,Marvel Psr
7000,Dark Reign: Fantastic Four (2009),2009,2009,Rated a
704,Hulk: Gray (2003 - 2004),2003,2004,Marvel Psr
7302,"Luke Cage, Hero for Hire (1972)",1972,1972,
737,X-Men: The End - Dreamers & Demons (2004),2004,2004,Marvel Psr
738,X-Men: The End - Heroes and Martyrs (2005),2005,2005,Marvel Psr
739,X-Men: The End - Men and X-Men (2006),2006,2006,T
740,Excalibur (2004 - 2005),2004,2005,Marvel Psr
744,Astonishing X-Men (2004 - 2013),2004,2013,T
7588,Skrull Kill Krew Saga (2006),2006,2006,
7743,Enders Shadow: Command School (2009 - 2010),2009,2010,
775,X-Men/Fantastic Four (2004 - 2005),2004,2005,Marvel Psr
7802,Formic Wars: Burning Earth (2011),2011,2011,
7805,Formic Wars: Silent Strike (2011 - 2012),2011,2012,
7809,Franklin Richards: Schools Out (2009),2009,2009,
7821,Ghost Riders: Heavens on Fire (2009),2009,2009,
784,Black Panther (2005 - 2008),2005,2008,T
7859,House of M: Masters of Evil (2009 - 2010),2009,2010,
789,Dark Avengers (2012 - 2013),2012,2013,T
791,Daredevil: Redemption (2005),2005,2005,Marvel Psr
7916,Invincible Iron Man Annual (2010),2010,2010,
798,X-Men: Age of Apocalypse (2005),2005,2005,Marvel Psr
8140,New Avengers Annual (2009),2009,2009,
816,Marvel Age Spider-Man Team-Up (2000 - 2005),2000,2005,All Ages
8249,Secret Invasion: Requiem (2008),2008,2008,
839,New Warriors (2005),2005,2005,T
840,Fantastic Four: Foes (2005),2005,2005,Marvel Psr
844,The Sentry (2005 - 2006),2005,2006,T
8576,USA Comics 70th Anniversary Special (2009),2009,2009,
8705,X-Men: Legacy Annual (2009),2009,2009,
8749,Dark Reign: The List - Avengers (2009),2009,2009,
8809,Dark Reign: The Sinister Spider-Man (2009),2009,2009,
8832,X-Force/Cable: Messiah War One-Shot (2009),2009,2009,
8854,"Nick Fury, Agent of Shield (1968 - 1971)",1968,1971,
8862,Iron Man Armored Adventures: Heart of a Hero (2009 - Present),2009,2099,A
8929,Marvel Zombies: Evil Evolution (2009),2009,2009,
8952,X-Babies (2009 - 2010),2009,2010,
9000,Black Widow: Deadly Origin (2009 - 2010),2009,2010,Rated T
9049,Marvel Zombies Return (2009),2009,2009,Parental Advisory
9069,Fall of the Hulks Gamma (2009),2009,2009,
9072,X-Men: Pixie Strikes Back (2009 - 2010),2009,2010,Rated a
9075,Marvel Holiday Spectacular (2009),2009,2009,
9077,Heroes Reborn: The Return (1997 - 1998),1997,1998,
9119,X-Force Annual (2009),2009,2009,
918,X-Men: Kitty Pryde- Shadow & Flame (2005),2005,2005,T
9234,Web of Spider-Man (2009 - 2010),2009,2010,
9277,Official Handbook of the Marvel Universe A to Z Update (2010),2010,2010,
9318,Breaking Into Comics the Marvel Way! (2010),2010,2010,
933,Fantastic Four: House of M (2005),2005,2005,T
9343,Deadpool Corps (2010 - 2011),2010,2011,
965,Fantastic Four: The End (2006 - 2007),2006,2007,T
967,Giant-Size Invaders (2005),2005,2005,T
9723,Sentry: Fallen Sun (2010),2010,2010,
979,New X-Men: Academy X Yearbook Special (2005),2005,2005,T
9855,Anita Blake: Circus of the Damned - The Scoundrel (2011),2011,2011,
9861,Avengers Origins: Luke Cage (2013),2013,2013,
9865,All-Winners Squad: Band of Heroes (2011),2011,2011,
9874,Casanova: Avarita (2011 - 2012),2011,2012,
9875,Casanova: Gula (2011),2011,2011,
9876,Dark Tower: The Gunslinger - The Man In Black (2012),2012,2012,
9877,Dark Tower: The Gunslinger - The Way Station (2013),2013,2013,
9878,Dark Tower: The Gunslinger - Sheemie's Tale (2014 - Present),2014,2099,
9879,Dark Tower: The Gunslinger - Evil Ground (2013),2013,2013,
9881,Dark Tower: The Gunslinger - So Fell Lord Perth (2013),2013,2013,
9884,Dark Tower: The Gunslinger - The Little Sisters of Eluria (2011),2011,2011,
9892,Fantastic Four Annual (2010),2010,2010,
9906,X-Men (2010 - 2013),2010,2013,T+
9914,Legion of Monsters (2011 - 2012),2011,2012,
9916,Blockbusters of the Marvel Universe (2011),2011,2011,
9921,Mystery Men (2011),2011,2011,
9932,Punisher Max: Tiny Ugly World (2013 - 2010),2013,2010,
9940,Heroic Age: One Month to Live (2010),2010,2010,
9949,The Stand: The Night Has Come (2011),2011,2011,
9956,Trial of the Punisher (2013 - Present),2013,2099,
9966,Wolverine: The Best There Is (2011),2011,2011,
